"user 2 alpha","user 2 beta","user 6 alpha","user 6 beta","user 7 alpha","user 7 beta","user 8 alpha","user 8 beta","user 9 alpha","user 9 beta","user 12 alpha","user 12 beta","user 13 alpha","user 13 beta","user 16 alpha","user 16 beta","user 17 alpha","user 17 beta","SumBeta","SumAlpha","Alpha waves, Tutorial, all users","Beta waves, Tutorial, all users","LearnersAlpha","LearnersBeta","NonLearnersAlpha","NonLearnersBeta","(NonLearnersBeta) / 4","(NonLearnersAlpha) / 4","(LearnersAlpha) / 5","(LearnersBeta) / 5","LearnersAB","NonLearnesAB"
0.355484,0.271577,0.337300,0.335863,0.343705,0.294108,0.485719,0.354936,0.296980,0.362765,0.292516,0.360051,0.293112,0.360051,0.370254,0.336157,0.302351,0.350392,3.025899,3.077420,0.341936,0.336211,1.797085,1.682771,1.280335,1.343128,0.335782,0.320084,0.359417,0.336554,1.067932,0.953249
0.354105,0.271621,0.336204,0.335846,0.343701,0.293311,0.484462,0.354548,0.299582,0.362862,0.292324,0.360068,0.293111,0.360068,0.371894,0.336192,0.303514,0.350488,3.025006,3.078898,0.342100,0.336112,1.795896,1.682498,1.283002,1.342508,0.335627,0.320750,0.359179,0.336500,1.067399,0.955675
0.352747,0.271639,0.335103,0.335623,0.343724,0.292371,0.483625,0.354181,0.302136,0.362967,0.292087,0.360131,0.293114,0.360131,0.374099,0.336199,0.304839,0.350688,3.023929,3.081474,0.342386,0.335992,1.795671,1.682281,1.285803,1.341649,0.335412,0.321451,0.359134,0.336456,1.067403,0.958375
0.351402,0.271629,0.334017,0.335258,0.343772,0.291281,0.483131,0.353887,0.304557,0.363071,0.291808,0.360224,0.293145,0.360224,0.376263,0.336110,0.306264,0.350988,3.022673,3.084360,0.342707,0.335853,1.795750,1.682074,1.288610,1.340598,0.335150,0.322153,0.359150,0.336415,1.067580,0.961220
0.350087,0.271599,0.332968,0.334808,0.343842,0.290051,0.482904,0.353711,0.307081,0.363169,0.291496,0.360334,0.293224,0.360334,0.377713,0.335900,0.307728,0.351275,3.021182,3.087043,0.343005,0.335687,1.795424,1.681878,1.291619,1.339304,0.334826,0.322905,0.359085,0.336376,1.067511,0.964396
0.348981,0.271561,0.331979,0.334329,0.343924,0.288693,0.482868,0.353687,0.309651,0.363251,0.291156,0.360449,0.293353,0.360449,0.378465,0.335569,0.309201,0.351443,3.019431,3.089579,0.343287,0.335492,1.794824,1.681715,1.294755,1.337716,0.334429,0.323689,0.358965,0.336343,1.067258,0.967885
0.348561,0.271525,0.331060,0.333897,0.344001,0.287210,0.482958,0.353838,0.312225,0.363305,0.290795,0.360556,0.293520,0.360556,0.378660,0.335122,0.310645,0.351738,3.017745,3.092425,0.343603,0.335305,1.794494,1.681595,1.297931,1.336150,0.334038,0.324483,0.358899,0.336319,1.067138,0.971396
0.348870,0.271497,0.330211,0.333553,0.344059,0.285602,0.483122,0.354173,0.314772,0.363318,0.290417,0.360642,0.293714,0.360642,0.378422,0.334570,0.312025,0.352449,3.016447,3.095611,0.343957,0.335161,1.794544,1.681525,1.301067,1.334922,0.333731,0.325267,0.358909,0.336305,1.067212,0.974639
0.349289,0.271477,0.329426,0.333361,0.344094,0.283871,0.483328,0.354685,0.317271,0.363285,0.290030,0.360697,0.293925,0.360697,0.377846,0.333935,0.313346,0.353281,3.015290,3.098554,0.344284,0.335032,1.794418,1.681492,1.304137,1.333798,0.333450,0.326034,0.358884,0.336298,1.067158,0.977762
0.349591,0.271462,0.328694,0.333498,0.344107,0.282026,0.483554,0.355330,0.319718,0.363211,0.289640,0.360709,0.294151,0.360709,0.377013,0.333282,0.314646,0.354135,3.014362,3.101114,0.344568,0.334929,1.793949,1.681492,1.307165,1.332870,0.333218,0.326791,0.358790,0.336298,1.066879,0.980714
0.349769,0.271447,0.328001,0.333963,0.344101,0.280089,0.483787,0.356007,0.322120,0.363122,0.289246,0.360672,0.294399,0.360672,0.375995,0.332682,0.315942,0.354819,3.013472,3.103360,0.344818,0.334830,1.793196,1.681479,1.310164,1.331993,0.332998,0.327541,0.358639,0.336296,1.066439,0.983612
0.349824,0.271427,0.327332,0.334473,0.344081,0.278118,0.484017,0.356578,0.324479,0.363051,0.288845,0.360585,0.294686,0.360585,0.374854,0.332114,0.317222,0.355493,3.012425,3.105338,0.345038,0.334714,1.792225,1.681290,1.313113,1.331135,0.332784,0.328278,0.358445,0.336258,1.065982,0.986461
0.349767,0.271404,0.326667,0.334911,0.344050,0.276245,0.484231,0.356913,0.326786,0.363030,0.288425,0.360460,0.295036,0.360460,0.373637,0.331470,0.318492,0.356334,3.011227,3.107090,0.345232,0.334581,1.791095,1.680707,1.315995,1.330520,0.332630,0.328999,0.358219,0.336141,1.065679,0.989083
0.349621,0.271378,0.325987,0.335402,0.344010,0.274683,0.484409,0.356929,0.329054,0.363075,0.287968,0.360315,0.295467,0.360315,0.372377,0.330755,0.319778,0.357196,3.010046,3.108672,0.345408,0.334450,1.789842,1.679691,1.318830,1.330355,0.332589,0.329707,0.357968,0.335938,1.065578,0.991337
0.349423,0.271350,0.325269,0.336101,0.343963,0.273560,0.484525,0.356579,0.331329,0.363179,0.287453,0.360171,0.295994,0.360171,0.371185,0.330168,0.321059,0.357931,3.009210,3.110200,0.345578,0.334357,1.788580,1.678438,1.321620,1.330772,0.332693,0.330405,0.357716,0.335688,1.065622,0.993123
0.349221,0.271322,0.324484,0.337149,0.343914,0.272845,0.484561,0.355810,0.333632,0.363320,0.286880,0.360046,0.296627,0.360046,0.370090,0.329803,0.322275,0.358038,3.008381,3.111683,0.345743,0.334265,1.787379,1.677029,1.324305,1.331352,0.332838,0.331076,0.357476,0.335406,1.065801,0.994707
0.349063,0.271294,0.323612,0.338803,0.343869,0.272452,0.484514,0.354558,0.335938,0.363462,0.286335,0.359949,0.297372,0.359949,0.369071,0.329693,0.323388,0.357867,3.008027,3.113162,0.345907,0.334225,1.786355,1.675442,1.326807,1.332584,0.333146,0.331702,0.357271,0.335088,1.066199,0.995664
0.348982,0.271263,0.322641,0.341518,0.343839,0.272289,0.484395,0.353036,0.338185,0.363575,0.286048,0.359870,0.298227,0.359870,0.368108,0.329857,0.324379,0.357773,3.009051,3.114804,0.346089,0.334339,1.785760,1.673896,1.329044,1.335155,0.333789,0.332261,0.357152,0.334779,1.066829,0.995423
0.348985,0.271229,0.321584,0.344340,0.343836,0.272273,0.484230,0.351925,0.340280,0.363638,0.286286,0.359781,0.299172,0.359781,0.367191,0.330233,0.325233,0.357680,3.010879,3.116798,0.346311,0.334542,1.785864,1.672947,1.330934,1.337931,0.334483,0.332733,0.357173,0.334589,1.067496,0.994770
0.349068,0.271190,0.320472,0.346132,0.343866,0.272334,0.484052,0.351377,0.342154,0.363645,0.287238,0.359639,0.300155,0.359639,0.366318,0.330669,0.325950,0.357202,3.011827,3.119273,0.346586,0.334647,1.786831,1.672514,1.332442,1.339313,0.334828,0.333111,0.357366,0.334503,1.068350,0.994870
0.349220,0.271147,0.319350,0.347194,0.343931,0.272425,0.483891,0.351291,0.343786,0.363600,0.288970,0.359450,0.301108,0.359450,0.365489,0.331057,0.326544,0.356983,3.012596,3.122289,0.346921,0.334733,1.788679,1.672395,1.333611,1.340201,0.335050,0.333403,0.357736,0.334479,1.069531,0.995082
0.349430,0.271102,0.318264,0.347736,0.344022,0.272525,0.483769,0.351587,0.345188,0.363514,0.291209,0.359292,0.301995,0.359292,0.364706,0.331344,0.327037,0.357084,3.013475,3.125621,0.347291,0.334831,1.791110,1.672617,1.334511,1.340858,0.335215,0.333628,0.358222,0.334523,1.070843,0.995266
0.349686,0.271056,0.317252,0.347917,0.344120,0.272639,0.483701,0.352231,0.346384,0.363399,0.293351,0.359193,0.302806,0.359193,0.363971,0.331484,0.327447,0.355824,3.012937,3.128719,0.347635,0.334771,1.793516,1.673157,1.335202,1.339780,0.334945,0.333801,0.358703,0.334631,1.071936,0.996583
0.349977,0.271011,0.316342,0.347870,0.344210,0.272794,0.483700,0.353226,0.347401,0.363270,0.295093,0.359125,0.303545,0.359125,0.363273,0.331451,0.327780,0.353914,3.011786,3.131320,0.347924,0.334643,1.795587,1.673938,1.335732,1.337848,0.334462,0.333933,0.359117,0.334788,1.072672,0.998418
0.350287,0.270964,0.315550,0.347586,0.344280,0.273035,0.483781,0.354609,0.348272,0.363142,0.296436,0.359058,0.304219,0.359058,0.362574,0.331282,0.328036,0.352180,3.010915,3.133435,0.348159,0.334546,1.797297,1.674972,1.336138,1.335943,0.333986,0.334035,0.359459,0.334994,1.073031,1.000146
0.350603,0.270917,0.314885,0.346725,0.344323,0.273408,0.483964,0.356449,0.349016,0.363034,0.297449,0.358970,0.304839,0.358970,0.361847,0.331018,0.328219,0.351038,3.010529,3.135145,0.348349,0.334503,1.798702,1.676324,1.336443,1.334204,0.333551,0.334111,0.359740,0.335265,1.073004,1.001678
0.350907,0.270867,0.314351,0.344569,0.344335,0.273945,0.484274,0.358867,0.349643,0.362962,0.298193,0.358851,0.305402,0.358851,0.361073,0.330692,0.328333,0.347626,3.007231,3.136510,0.348501,0.334137,1.799848,1.678128,1.336662,1.329102,0.332276,0.334166,0.359970,0.335626,1.072533,1.005688
0.351178,0.270813,0.313953,0.343467,0.344313,0.274662,0.484723,0.362027,0.350154,0.362933,0.298712,0.358701,0.305894,0.358701,0.360244,0.330344,0.328380,0.346367,3.008016,3.137550,0.348617,0.334224,1.800750,1.680587,1.336800,1.327429,0.331857,0.334200,0.360150,0.336117,1.071501,1.007059
0.351389,0.270757,0.313696,0.343173,0.344255,0.275515,0.485290,0.366103,0.350526,0.362943,0.299056,0.358534,0.306303,0.358534,0.359361,0.330023,0.328357,0.346045,3.011627,3.138231,0.348692,0.334625,1.801397,1.683951,1.336834,1.327676,0.331919,0.334208,0.360279,0.336790,1.069745,1.006897
0.351508,0.270700,0.313590,0.343231,0.344165,0.276433,0.485911,0.371041,0.350711,0.362977,0.299288,0.358374,0.306656,0.358374,0.358435,0.329750,0.328263,0.345857,3.016735,3.138527,0.348725,0.335193,1.801798,1.688237,1.336729,1.328498,0.332124,0.334182,0.360360,0.337647,1.067266,1.006196
0.351498,0.270641,0.313640,0.343445,0.344049,0.277412,0.486513,0.375172,0.350689,0.363014,0.299484,0.358250,0.306994,0.358250,0.357490,0.329527,0.328103,0.345770,3.021481,3.138460,0.348718,0.335720,1.801979,1.691840,1.336481,1.329641,0.332410,0.334120,0.360396,0.338368,1.065100,1.005144
0.351324,0.270584,0.313848,0.343723,0.343918,0.278450,0.487042,0.377796,0.350510,0.363036,0.299700,0.358184,0.307352,0.358184,0.356550,0.329352,0.327880,0.345887,3.025196,3.138125,0.348681,0.336133,1.801968,1.694099,1.336157,1.331097,0.332774,0.334039,0.360394,0.338820,1.063673,1.003801
0.350963,0.270526,0.314209,0.344020,0.343790,0.279541,0.487472,0.379400,0.350269,0.363035,0.299965,0.358184,0.307766,0.358184,0.355635,0.329225,0.327600,0.346180,3.028296,3.137669,0.348630,0.336477,1.801801,1.695520,1.335867,1.332776,0.333194,0.333967,0.360360,0.339104,1.062684,1.002319
0.350417,0.270468,0.314711,0.344321,0.343693,0.280673,0.487783,0.380335,0.349986,0.363010,0.300299,0.358249,0.308278,0.358249,0.354759,0.329157,0.327270,0.346620,3.031082,3.137195,0.348577,0.336787,1.801535,1.696458,1.335659,1.334624,0.333656,0.333915,0.360307,0.339292,1.061939,1.000776
0.349712,0.270410,0.315337,0.344623,0.343653,0.281825,0.487937,0.380799,0.349666,0.362968,0.300723,0.358367,0.308941,0.358367,0.353929,0.329182,0.326902,0.347164,3.033706,3.136799,0.348533,0.337078,1.801242,1.697125,1.335558,1.336581,0.334145,0.333889,0.360248,0.339425,1.061349,0.999234
0.348894,0.270349,0.316060,0.344919,0.343680,0.282972,0.487876,0.380906,0.349324,0.362924,0.301257,0.358522,0.309821,0.358522,0.353151,0.329370,0.326510,0.347767,3.036253,3.136572,0.348508,0.337361,1.800999,1.697670,1.335573,1.338583,0.334646,0.333893,0.360200,0.339534,1.060865,0.997752
0.348010,0.270288,0.316838,0.345186,0.343764,0.284090,0.487644,0.380711,0.348997,0.362888,0.301923,0.358696,0.310982,0.358696,0.352426,0.329847,0.326107,0.348448,3.038851,3.136691,0.348521,0.337650,1.800986,1.698239,1.335705,1.340612,0.335153,0.333926,0.360197,0.339648,1.060502,0.996340
0.347092,0.270227,0.317613,0.345385,0.343887,0.285159,0.487357,0.380229,0.348768,0.362868,0.302738,0.358873,0.312448,0.358873,0.351755,0.330861,0.325700,0.349309,3.041784,3.137358,0.348595,0.337976,1.801390,1.699062,1.335969,1.342722,0.335680,0.333992,0.360278,0.339812,1.060226,0.994970
0.346155,0.270167,0.318325,0.345477,0.344019,0.286168,0.487096,0.379464,0.348687,0.362867,0.303712,0.359040,0.314169,0.359040,0.351139,0.332840,0.325299,0.349799,3.044861,3.138602,0.348734,0.338318,1.802271,1.700549,1.336331,1.344311,0.336078,0.334083,0.360454,0.340110,1.059817,0.994064
0.345204,0.270111,0.318918,0.345440,0.344129,0.287124,0.486903,0.378458,0.348771,0.362881,0.304844,0.359185,0.316053,0.359185,0.350585,0.335786,0.324918,0.349944,3.048114,3.140326,0.348925,0.338679,1.803589,1.702724,1.336736,1.345390,0.336347,0.334184,0.360718,0.340545,1.059237,0.993568
0.344236,0.270060,0.319352,0.345287,0.344199,0.288056,0.486774,0.377400,0.348981,0.362906,0.306122,0.359291,0.317740,0.359291,0.350101,0.338842,0.324563,0.350002,3.051135,3.142068,0.349119,0.339015,1.804974,1.704884,1.337095,1.346251,0.336563,0.334274,0.360995,0.340977,1.058708,0.993198
0.343243,0.270014,0.319601,0.345051,0.344223,0.288963,0.486703,0.376584,0.349257,0.362937,0.307527,0.359335,0.319184,0.359335,0.349700,0.341934,0.324233,0.349904,3.054058,3.143671,0.349297,0.339340,1.806357,1.707203,1.337313,1.346856,0.336714,0.334328,0.361271,0.341441,1.058080,0.992915
0.342219,0.269974,0.319655,0.344782,0.344204,0.289775,0.486691,0.376154,0.349549,0.362972,0.309038,0.359287,0.320393,0.359287,0.349392,0.345357,0.323919,0.349212,3.056801,3.145063,0.349451,0.339645,1.807735,1.710060,1.337328,1.346741,0.336685,0.334332,0.361547,0.342012,1.057118,0.993010
0.341158,0.269938,0.319522,0.344528,0.344153,0.290477,0.486745,0.376078,0.349827,0.363011,0.310636,0.359109,0.321393,0.359109,0.349188,0.349156,0.323610,0.347680,3.059086,3.146233,0.349581,0.339898,1.809121,1.713390,1.337113,1.345696,0.336424,0.334278,0.361824,0.342678,1.055872,0.993622
0.340054,0.269906,0.319210,0.344326,0.344087,0.291082,0.486874,0.376261,0.350060,0.363051,0.312300,0.358756,0.322216,0.358756,0.349096,0.352004,0.323304,0.346220,3.060362,3.147202,0.349689,0.340040,1.810541,1.715683,1.336662,1.344679,0.336170,0.334165,0.362108,0.343137,1.055289,0.994038
0.338906,0.269875,0.318731,0.344200,0.344017,0.291607,0.487092,0.376612,0.350215,0.363089,0.314017,0.358187,0.322902,0.358187,0.349116,0.353263,0.322999,0.345147,3.060166,3.147995,0.349777,0.340018,1.812034,1.716123,1.335961,1.344043,0.336011,0.333990,0.362407,0.343225,1.055888,0.993987
0.337716,0.269844,0.318097,0.344158,0.343949,0.292072,0.487416,0.377052,0.350273,0.363116,0.315778,0.357399,0.323495,0.357399,0.349234,0.353603,0.322680,0.344325,3.058968,3.148639,0.349849,0.339885,1.813639,1.715297,1.335000,1.343671,0.335918,0.333750,0.362728,0.343059,1.057332,0.993547
0.336495,0.269808,0.317336,0.344197,0.343890,0.292493,0.487858,0.377527,0.350238,0.363123,0.317579,0.356493,0.324026,0.356493,0.349430,0.353436,0.322311,0.343902,3.057473,3.149162,0.349907,0.339719,1.815387,1.713758,1.333775,1.343716,0.335929,0.333444,0.363077,0.342752,1.059302,0.992602
0.335258,0.269761,0.316494,0.344311,0.343848,0.292884,0.488424,0.377994,0.350118,0.363105,0.319413,0.355680,0.324513,0.355680,0.349697,0.353069,0.321867,0.343913,3.056397,3.149633,0.349959,0.339600,1.817304,1.712184,1.332329,1.344213,0.336053,0.333082,0.363461,0.342437,1.061396,0.991159
0.334018,0.269688,0.315662,0.344498,0.343839,0.293254,0.489110,0.378416,0.349920,0.363063,0.321263,0.355140,0.324963,0.355140,0.350040,0.352601,0.321390,0.343953,3.055754,3.150206,0.350023,0.339528,1.819395,1.710986,1.330811,1.344768,0.336192,0.332703,0.363879,0.342197,1.063360,0.989621
0.332775,0.269572,0.314982,0.344766,0.343870,0.293609,0.489900,0.378755,0.349663,0.363007,0.323103,0.354852,0.325378,0.354852,0.350471,0.352104,0.320938,0.344018,3.055536,3.151079,0.350120,0.339504,1.821627,1.710136,1.329452,1.345400,0.336350,0.332363,0.364325,0.342027,1.065195,0.988146
0.331527,0.269402,0.314618,0.345116,0.343946,0.293955,0.490764,0.378973,0.349388,0.362954,0.324902,0.354617,0.325748,0.354617,0.351001,0.351695,0.320511,0.344180,3.055509,3.152406,0.350267,0.339501,1.823943,1.709304,1.328463,1.346205,0.336551,0.332116,0.364789,0.341861,1.067068,0.986821
0.330272,0.269225,0.314709,0.345533,0.344070,0.294304,0.491672,0.379020,0.349134,0.362923,0.326624,0.354438,0.326061,0.354438,0.351641,0.351472,0.320088,0.344489,3.055842,3.154269,0.350474,0.339538,1.826269,1.708594,1.328000,1.347248,0.336812,0.332000,0.365254,0.341719,1.068873,0.985713
0.329004,0.269117,0.315327,0.345959,0.344235,0.294673,0.492603,0.378827,0.348920,0.362926,0.328242,0.354422,0.326294,0.354422,0.352392,0.351454,0.319667,0.344778,3.056579,3.156684,0.350743,0.339620,1.828535,1.708242,1.328149,1.348337,0.337084,0.332037,0.365707,0.341648,1.070419,0.985028
0.327714,0.269110,0.316472,0.346279,0.344419,0.295080,0.493552,0.378288,0.348763,0.362968,0.329744,0.354554,0.326420,0.354554,0.353247,0.351519,0.319244,0.345027,3.057380,3.159575,0.351064,0.339709,1.830677,1.708026,1.328898,1.349354,0.337338,0.332224,0.366135,0.341605,1.071808,0.984840
0.326391,0.269185,0.318039,0.346347,0.344601,0.295543,0.494519,0.377281,0.348683,0.363040,0.331129,0.354795,0.326404,0.354795,0.354199,0.351534,0.318791,0.345294,3.057814,3.162757,0.351417,0.339757,1.832643,1.707590,1.330114,1.350224,0.337556,0.332529,0.366529,0.341518,1.073234,0.985106
0.325032,0.269263,0.319820,0.346059,0.344771,0.296079,0.495507,0.375879,0.348700,0.363127,0.332403,0.355112,0.326222,0.355112,0.355237,0.351456,0.318292,0.345607,3.057694,3.165985,0.351776,0.339744,1.834401,1.706822,1.331584,1.350872,0.337718,0.332896,0.366880,0.341364,1.074747,0.985722
0.323691,0.269293,0.321574,0.345448,0.344929,0.296700,0.496505,0.374674,0.348820,0.363210,0.333574,0.355483,0.325872,0.355483,0.356348,0.351287,0.317755,0.345841,3.057420,3.169067,0.352119,0.339713,1.835990,1.706221,1.333077,1.351199,0.337800,0.333269,0.367198,0.341244,1.076056,0.986588
0.322453,0.269279,0.323127,0.344714,0.345079,0.297409,0.497484,0.373877,0.349026,0.363276,0.334651,0.355892,0.325379,0.355892,0.357516,0.351044,0.317176,0.345471,3.056853,3.171892,0.352432,0.339650,1.837484,1.705983,1.334408,1.350870,0.337717,0.333602,0.367497,0.341197,1.077083,0.987814
0.321352,0.269236,0.324392,0.344211,0.345258,0.298207,0.498375,0.373331,0.349298,0.363315,0.335646,0.356321,0.324787,0.356321,0.358719,0.350780,0.316512,0.345242,3.056963,3.174340,0.352704,0.339663,1.838879,1.705988,1.335461,1.350975,0.337744,0.333865,0.367776,0.341198,1.077897,0.988516
0.320406,0.269178,0.325331,0.344105,0.345497,0.299089,0.499046,0.372977,0.349622,0.363326,0.336573,0.356756,0.324141,0.356756,0.359920,0.350567,0.315711,0.345078,3.057831,3.176247,0.352916,0.339759,1.840086,1.706234,1.336160,1.351598,0.337899,0.334040,0.368017,0.341247,1.078449,0.988579
0.319632,0.269115,0.325928,0.344598,0.345787,0.300045,0.499276,0.372781,0.349983,0.363307,0.337443,0.357192,0.323474,0.357192,0.361066,0.350470,0.314801,0.344933,3.059633,3.177390,0.353043,0.339959,1.840892,1.706750,1.336499,1.352882,0.338221,0.334125,0.368178,0.341350,1.078595,0.987890
0.319039,0.269057,0.326179,0.346220,0.346122,0.301061,0.498834,0.372702,0.350359,0.363262,0.338266,0.357620,0.322812,0.357620,0.362100,0.350543,0.313855,0.344859,3.062944,3.177566,0.353063,0.340327,1.841051,1.707542,1.336515,1.355401,0.338850,0.334129,0.368210,0.341508,1.078188,0.986066
0.318624,0.269006,0.326073,0.348430,0.346485,0.302130,0.497672,0.372713,0.350733,0.363192,0.339050,0.358027,0.322173,0.358027,0.362981,0.350826,0.312901,0.344717,3.067070,3.176691,0.352966,0.340786,1.840499,1.708600,1.336192,1.358470,0.339617,0.334048,0.368100,0.341720,1.077198,0.983601
0.318364,0.268967,0.325613,0.349074,0.346779,0.303254,0.495875,0.372805,0.351098,0.363104,0.339807,0.358386,0.321573,0.358386,0.363677,0.351385,0.311968,0.344266,3.069627,3.174753,0.352750,0.341070,1.839295,1.709929,1.335458,1.359698,0.339925,0.333864,0.367859,0.341986,1.075656,0.982172
0.318222,0.268941,0.324836,0.348824,0.346922,0.304441,0.493534,0.372963,0.351441,0.363007,0.340537,0.358659,0.321025,0.358659,0.364164,0.352356,0.311102,0.343916,3.071766,3.171783,0.352420,0.341307,1.837481,1.711577,1.334302,1.360189,0.340047,0.333575,0.367496,0.342315,1.073560,0.980968
0.318148,0.268927,0.323865,0.348242,0.346901,0.305706,0.490756,0.373154,0.351735,0.362914,0.341230,0.358792,0.320539,0.358792,0.364424,0.353839,0.310305,0.343527,3.073893,3.167903,0.351989,0.341544,1.835096,1.713504,1.332807,1.360389,0.340097,0.333202,0.367019,0.342701,1.070961,0.979724
0.318089,0.268921,0.322857,0.347722,0.346780,0.307070,0.487697,0.373334,0.351958,0.362843,0.341874,0.358705,0.320131,0.358705,0.364441,0.355826,0.309536,0.343153,3.076281,3.163362,0.351485,0.341809,1.832231,1.715492,1.331131,1.360789,0.340197,0.332783,0.366446,0.343098,1.068050,0.978205
0.317986,0.268920,0.321909,0.347415,0.346601,0.308568,0.484533,0.373463,0.352124,0.362808,0.342462,0.358287,0.319837,0.358287,0.364208,0.358019,0.308762,0.342861,3.078628,3.158422,0.350936,0.342070,1.829026,1.716976,1.329396,1.361652,0.340413,0.332349,0.365805,0.343395,1.065260,0.976311
0.317777,0.268919,0.321068,0.347364,0.346391,0.310233,0.481391,0.373509,0.352275,0.362817,0.342988,0.357363,0.319736,0.357363,0.363721,0.359910,0.307962,0.342648,3.080127,3.153307,0.350367,0.342236,1.825612,1.717065,1.327695,1.363062,0.340766,0.331924,0.365122,0.343413,1.063217,0.974053
0.317403,0.268912,0.320360,0.347517,0.346199,0.312041,0.478338,0.373453,0.352458,0.362865,0.343440,0.355943,0.319939,0.355943,0.362972,0.361207,0.307107,0.342318,3.080199,3.148215,0.349802,0.342244,1.822092,1.715458,1.326124,1.364741,0.341185,0.331531,0.364418,0.343092,1.062161,0.971704
0.316820,0.268897,0.319803,0.347698,0.346086,0.313885,0.475404,0.373290,0.352734,0.362938,0.343802,0.355236,0.320575,0.355236,0.361947,0.361809,0.306275,0.342007,3.080996,3.143446,0.349272,0.342333,1.818548,1.714467,1.324898,1.366529,0.341632,0.331225,0.363710,0.342893,1.060707,0.969536
0.316228,0.268870,0.319479,0.347780,0.346056,0.315659,0.472604,0.373032,0.353084,0.363018,0.344061,0.355324,0.321796,0.355324,0.360622,0.361936,0.305431,0.341750,3.082695,3.139362,0.348818,0.342522,1.815311,1.714487,1.324050,1.368207,0.342052,0.331013,0.363062,0.342897,1.058807,0.967726
0.315671,0.268832,0.319639,0.347739,0.346088,0.317314,0.469969,0.372709,0.353429,0.363087,0.344212,0.355877,0.323809,0.355877,0.358964,0.361783,0.304525,0.341792,3.085011,3.136307,0.348479,0.342779,1.812626,1.715079,1.323681,1.369932,0.342483,0.330920,0.362525,0.343016,1.056876,0.966238
0.315123,0.268784,0.320314,0.347696,0.346173,0.318829,0.467491,0.372353,0.353802,0.363135,0.344263,0.356663,0.326902,0.356663,0.356938,0.361465,0.303594,0.341888,3.087474,3.134600,0.348289,0.343053,1.810716,1.715927,1.323883,1.371548,0.342887,0.330971,0.362143,0.343185,1.055241,0.965248
0.314560,0.268727,0.321529,0.347808,0.346299,0.320192,0.465150,0.371984,0.354250,0.363158,0.344233,0.357594,0.331188,0.357594,0.354506,0.361158,0.302668,0.341938,3.090153,3.134384,0.348265,0.343350,1.809637,1.717057,1.324747,1.373096,0.343274,0.331187,0.361927,0.343411,1.053918,0.964788
0.313965,0.268666,0.323313,0.348122,0.346446,0.321402,0.462932,0.371650,0.354809,0.363159,0.344147,0.358618,0.336012,0.358618,0.351645,0.360684,0.301724,0.341932,3.092851,3.134993,0.348333,0.343650,1.808701,1.718235,1.326293,1.374615,0.343654,0.331573,0.361740,0.343647,1.052650,0.964846
0.313324,0.268606,0.325689,0.348650,0.346594,0.322468,0.460823,0.371414,0.355483,0.363145,0.344026,0.359546,0.340920,0.359546,0.348444,0.359485,0.300738,0.341889,3.094749,3.136041,0.348449,0.343861,1.807537,1.718597,1.328504,1.376152,0.344038,0.332126,0.361507,0.343719,1.051752,0.965375
0.312625,0.268549,0.328627,0.349280,0.346731,0.323408,0.458809,0.371264,0.356254,0.363123,0.343886,0.360285,0.345809,0.360285,0.345264,0.356851,0.299727,0.341771,3.094816,3.137730,0.348637,0.343868,1.806392,1.717234,1.331338,1.377581,0.344395,0.332835,0.361278,0.343447,1.051919,0.966432
0.311873,0.268502,0.332082,0.349765,0.346852,0.324236,0.456863,0.371161,0.357105,0.363093,0.343741,0.360760,0.350670,0.360760,0.342442,0.354927,0.298656,0.341602,3.094804,3.140284,0.348920,0.343867,1.805589,1.716109,1.334694,1.378696,0.344674,0.333674,0.361118,0.343222,1.052142,0.968085
0.311134,0.268466,0.335998,0.349952,0.346945,0.324967,0.454943,0.371095,0.358030,0.363057,0.343601,0.360899,0.355470,0.360899,0.340035,0.353491,0.297396,0.341422,3.094247,3.143553,0.349284,0.343805,1.805183,1.714849,1.338369,1.379398,0.344850,0.334592,0.361037,0.342970,1.052678,0.970256
0.310541,0.268445,0.340220,0.349848,0.346992,0.325617,0.452994,0.371077,0.359025,0.363013,0.343478,0.360623,0.359659,0.360623,0.337977,0.352309,0.296007,0.341255,3.092812,3.146893,0.349655,0.343646,1.804649,1.713079,1.342244,1.379733,0.344933,0.335561,0.360930,0.342616,1.053454,0.972829
0.310128,0.268438,0.344422,0.349542,0.346982,0.326201,0.450965,0.371122,0.360080,0.362964,0.343379,0.359873,0.362946,0.359873,0.336190,0.351376,0.294594,0.341099,3.090490,3.149686,0.349965,0.343388,1.803608,1.710684,1.346078,1.379806,0.344952,0.336520,0.360722,0.342137,1.054320,0.975556
0.309891,0.268443,0.348209,0.349162,0.346916,0.326735,0.448802,0.371227,0.361184,0.362917,0.343312,0.358709,0.365675,0.358709,0.334591,0.350626,0.293185,0.340959,3.087487,3.151765,0.350196,0.343054,1.802270,1.707714,1.349494,1.379773,0.344943,0.337374,0.360454,0.341543,1.055370,0.978055
0.309818,0.268456,0.351356,0.348822,0.346793,0.327232,0.446422,0.371363,0.362323,0.362884,0.343283,0.357461,0.368101,0.357461,0.333108,0.350025,0.291809,0.340846,3.084549,3.153014,0.350335,0.342728,1.800732,1.704766,1.352281,1.379783,0.344946,0.338070,0.360146,0.340953,1.056293,0.980068
